Tweet Id,Text,Username,followers,listedcount,retweeted
1239699761223151619,"Nearly the entire outbreak in NY came from a traveler from Iran, a place that was supposed to have a travel ban, but thanks to lower courts continuing to militate against Scotus decision, it was rendered moot. #ChinaVirus #irancorona",RMConservative,154104,1093,
1239699549461139456,@gcfjoonies Oh no! Are you offended that our president is just telling it how it is? #ChinaVirus https://t.co/HDXQZsYD8e,RedWaveNation,747,2,
1239699487162949633,@StephenMcDonell #ChinaVirus.,acgmt50889,24,8,
1239699438488215552,"@caroljsroth Exactly! They did that, its time to call it what it is #ChinaVirus",MillerHills2,59,0,
1239699391482650624,@bryanasalaz You read correctly because it's a fact! #ChinaVirus https://t.co/cKUbgEPF5b,RedWaveNation,747,2,
1239699175790579717,@DeborahEmbury You gonna block @CNN? 🤣 #ChinaVirus https://t.co/yMmMSnK4z4,washington_two,1450,2,
1239699088637079552,@katchow I say its not racism when China is spreading propaganda saying the US military dropped the virus in Wuhan. They asked for it. #ChinaVirus,MillerHills2,59,0,
1239698522959687688,"The Communist government of China is to blame for this pandemic, along with the globalist open border crowd.#ChinaVirus #ChinaCoronaVirus #ChinaWuhan #blamechina",LogicalAmerican,364,1,
1239698488289406976,"@PalmerReport China has amassed a history of originating and spreading some unusual bugs.  They also have a culinary gift of being able to make almost any boring food take delicious, so I wish they’d quit eating such weird stuff.  Like bats. #COVID2019 #ChinaVirus",LL2008,320,1,
1239698285968781312,"@AmbLINSongtian Do you prefer #ChinaVirus or #WuhanVirus, dickhead?",andrea_woodford,171,0,
1239698050970337280,"Spend time to understand more about the protest. It reveals how evil CCP is to the whole world.

#China
#ChinaVirus #WuhanVirus #COVID2019 #HongKongProtests https://t.co/CqduBGpFzn",GyroKwok18,15,0,
1239697884162990080,@MiaFarrow @realDonaldTrump #WuhanVirus #ChineseVirus #ChinaVirus  They are our enemy. They (and you as an accomplice) used biological warfare against the west.,raren2go,318,15,
1239697759780962305,@realDonaldTrump better to call it #ChinaVirus,alecberg,60022,541,
1239697482982064128,Everyone that wants to come to America should be allowed #immigration #CoronavirusOutbreak #ChinaVirus,mrgibber45,4632,17,
1239697390656880641,"@RepJimBanks Definitely, never trust CCP #WuhanCoronavirus #ChinaVirus #blamechina https://t.co/c0Qf7jRLWe",CarlosHui1,248,0,
1239697353147330560,"He wants to leave
Let him leave
(To The Hague)
People will remember your cowardice for generations 

Benedict Arnold type infamy

Do SOMETHING!!! @SenateGOP 

#ChinaVirus",Fan_of_Flo,628,11,
1239697321895448578,"@realDonaldTrump This is typical Trump tactics, create a shit storm bigger than the issue. #COVIDー19 v #ChinaVirus",10_000BC,172,0,
1239697212948525064,@realTomPappert #Covid_19 #TDR #CoronaVirusChallenge #ChinaVirus https://t.co/43IR18wIk3,RealOrwellNews,164,1,
1239697071231373314,"We thought we had the biggest wally  in power.... Nope trump just took lead position.

#ChinaVirus
#covidー19uk
#TrumpPressConference",cailamaid,9,0,
1239696801009217537,#ChinaVirus uhhh... because it is! You Sensitive Nancy’s!! #China should have to pay damages to country’s across the globe too!! #Corna #WuhanCoronavirus #coronapocolypse #coronavirus,HoustonBlack0,362,10,
1239696580690747395,This is what we got from #ChinaVirus https://t.co/UszwOJ6lMe,Omarox0,37,0,
1239696573359104000,@realDonaldTrump Just as always.  The communist country is our enemy.  They covered up this and are now making the rest of the world suffer for it.  #blamechina #ChinaVirus #ChinaCoronaVirus #,LogicalAmerican,364,1,
1239696569764646913,#Chinavirus,Harry14131569,4,0,
1239696466098020352,That’s were they all start. #ChinaVirus https://t.co/VFJIxdz2XY,Badmanet,1831,3,
1239696192902017024,"Remember when the #H1N1 aka influenza was trendy? Yeah I got a lot of, don’t get close to me fucken brownie looks, welcome to the racism fueled by this dumb ass... #ChinaVirus smh 🤦🏽‍♂️",Twiggystar,1851,30,
1239695995715203072,"😖😖😖😖😭😭💀💀😩😩💢

イドリス・エルバ(イギリスの俳優)陽性

#武漢コロナウイルス    ＃武漢肺炎
#ChinaCoronaVirus #ChinaVirus #ChinaWuhanVirus https://t.co/C3uXLRLpX7",YmdgZy,344,0,
1239695834096242697,"@mmpadellan @GOP Where did it start? It is a virus that originated in China! 

#ChinaVirus",bitterclinger21,56,1,
1239695771991236611,"@XiaochanZhen @ArthurSchwartz @realDonaldTrump No, the virus that started in China  has spread to America because the Chinese government didn’t act accordingly to contain the virus that they verified they had. Allowing travelers to enter in and leave to all over the world spreading the virus to all areas! #ChinaVirus",harmonsaddles,908,3,
1239695652004773888,"Sunshine is the best disinfectant.
When you go outside, grab the right @Corona.

#CoronaVirus #WuhanVirus #COVID19 #ChinaVirus

#QuikTake qt-covid19-062 by #BorderObserver https://t.co/o8D1nLTew6",borderObserver,1660,12,
1239695619687473152,"Chinese Virus? I think #ChinaVirus will be more accurate. Remember Hong Kong and Taiwan are not China, ""Chinese"" will make people confused.",AbyssAmethyst,335,0,
1239695504797323264,@realDonaldTrump #ChinaVirus,Themom519,1928,2,
1239695273544146944,How about #ChinaVirus? https://t.co/wrlduPwbO6,SunilKumarAus,3449,201,
1239695228891803650,Go away losers play put your racism card away yeah let's get it right let's name things  the correct name it's #ChinaVirus,Omarox0,37,0,
1239695209929342982,"He always finds a demeaning nickname for his enemies. That is what a bully does, and he's pretty good at it. But a virus is not a person. It cannot be bullied or beaten into submission.  But he still tries. I guess it will now be the #ChinaVirus or #chinesevirus. Sad.",rfloyd7,8138,52,
1239695155827027970,"Never forget who started this fire! #CCPChina
#Covid19usa #ChinaVirus #ChinaCoronaVirus #CoronavirusOutbreak #coronavirus
https://t.co/XenfTBqsg8",mynameisJessyR,130,0,
1239695117172092928,@tagesschau #WuhanCoronavirus #ChinaVirus https://t.co/b6dSlxnoKt,CarlosHui1,248,0,
1239695004953649158,"Corona time #toribuda #budi #chinavirus #coronavirus #covid #covid19 #china 🙃#stopcorona #virus #viruscovid19 #pandemic #usa #italy #spain #nepal #fun ,#india #gb https://t.co/q2dYaHD6B2",clauscl,48,0,
1239694805178802176,"@DrTedros ✋ #UNtrustable

#ChinaVirus 
#WuhanVirus 
#WuhanCoronavirus 
#CCPVirus 
#corrupted",Ninetee21578360,62,0,
1239694728142008320,@BILD #WuhanCoronavirus #ChinaVirus https://t.co/A7fCTo8wym,CarlosHui1,248,0,
1239694564908134400,"Mask Making Machine Factory 
email to sales@new-techmech.com 

#machine #equipment #facemask #ChinaVirus #factory https://t.co/BRUxLQ3kMI",coatingmachine1,33,0,
1239694543278096384,"シンガポール先輩の預言はいかに？
#コロナウイルス
#COVID2019
#ChinaVirus
#ChinaCoronaVirus
#WuhanCoronavirus
 https://t.co/w10AHIYnaS",Mameo5555555555,128,1,
1239694392199237632,@WHO ✋ #CCP #UN #UNtrustable #corrupted #ChinaVirus #WuhanCoronavirus #WuhanVirus,Ninetee21578360,62,0,
1239694088665993224,"@ElijahSchaffer You mean #CHINAVIRUS?
Born there. Covered up there.
Call it what it is!",BasedCyborg,15,0,
1239694010593079296,"#ChinaVirus This man tells “Chi are suffering”. Yes, but, he hides up MAN-MADE disaster.
Dear Friends, if u  do want to help, just encourage him to unleash his voice of truth &amp; stand firm against Gov misconduct.
Sympathy is the beauty of human, but NOT on Chinese propaganda. https://t.co/b4qcR8MmuS",kennycoffee,129,1,
1239693968956325888,"Tom Cotton 
You keep this up you will become THE quintessential 100% Southern Redneck Stereotype 
Arkansas will forever be known as the State that was prejudiced with a GD bug 

Don't do that to yourselves ffs!!!

We know u got racism but ffs!!!

#ChinaVirus https://t.co/aIyUynspbV",Fan_of_Flo,628,11,
1239693782188253184,What’s not made in China that never breaks/explodes #ChinaVirus,haribrooo,9,0,
1239693697853292548,"@EdwardTHardy @realDonaldTrump You are right, a #GlobalPandemic that started in China #chinesevirus #ChinaVirus",opentheinternet,397,31,
1239693517301018624,@realDonaldTrump ##ChinaVirus #Wuhan virus https://t.co/AfpgJENqAb,SmokeySmoker,1082,25,
1239693415069220864,@JEinstein6 True let's name things with its real names #ChinaVirus,Omarox0,37,0,
1239692967104872448,#WuhanCoronavirus #ChinaVirus https://t.co/w8sjaIXnQ7,ericwtb,2,0,
1239692867695591424,@lamblock @Trumps_Train @DianaYarnell @realDonaldTrump #chinesevirus #WuhanVirus #ChinaVirus,BigRfaze,3187,7,
1239692774808543232,@RobertB_951 It's called the #ChinaVirus,Omarox0,37,0,
1239692742680170496,"A great way to diverge attention when the reality is unless the small businesses are saved now, we are in a world of hurt. NYC has shut down, do you know the impact of that! Give small businesses automatic 0% deferred payment loans! #ChinaVirus #stockmarketcrash #coronavirus",BadBoyOfEnergy1,293,3,
1239692599008489472,@PalmerReport @realDonaldTrump Ok. What did u say when these clowns were calling it the #ChinaVirus or #Wuhan virus? https://t.co/ClQfaEpMc3,SmokeySmoker,1082,25,
1239692339481903104,"IT ORIGINATED IN CHINA 
#ChinaVirus",Mauvais_Fille,2840,20,
1239692091183095809,"Why is everyone in a Panic?

According to the WHO the number of ppl who die worldwide from seasonal flu EVERY week (avg 6500) is about the same that have died TOTALLY from the #ChinaVirus (6600).

Irresponsible media &amp; disgraceful Democrat propaganda.

Stay Calm &amp; Don’t Panic",Incogneato76,324,6,
1239692028159516672,#ChinaVirus is what the pundits were calling it a month ago. Now the outrage? Cmon people! https://t.co/8Gzb7cxnoU,SmokeySmoker,1082,25,
1239691766158090241,@eugenegu @realDonaldTrump It’s exactly what it is!! China caused this and they still lie without accepting responsibility.  #ChinaVirus,SweetKissHershy,230,2,
1239691568279433216,"@realDonaldTrump Affected globally, made in China #ChinaVirus",haribrooo,9,0,
1239691506815918080,@realDonaldTrump Yeah. #chinesevirus #chinavirus #wuhanvirus,JEinstein6,178,3,
1239691403397136393,"A.Gary Shilling: Globalists May Soon Become An Extinct Species
The #coronavirus #ChinaVirus #BioWeapon  depressing effects on the global economy &amp; disruptions of supply chains no doubt driving the last nail into the coffin of  globalists https://t.co/JG0ObaOzTv",Free_Range_Bum,138,3,
1239691245624188929,@RailsideStudios @eugenegu @realDonaldTrump Exactly and if we don't hold them accountable they will do it over and over again.   #ChinaVirus,JulesDokk,2328,3,
1239690993395355649,"@Samir_Madani It is a #ChinaVirus ..
Truth be told..!",Sheewa10,574,1,
1239690448953843713,@Mumbomania @NeilFer50704831 @MrMasonMills Love it. We have the #ChinaVirus going on and we're having a row over footie 😂😂😂,JoshBensonuk,124,0,
1239690081906163712,"@JoeNBC @JoeNBC and now he’s tweeting about the #ChinaVirus he knows it’s COVID19 but he has to hit that dog whistle for his supporters. He can’t go a few hours without doing something counterproductive, stupid, &amp; Xenophobic / bigoted / racist.",EChristianAllen,725,21,
1239689939006246917,Close the #stockmarket NOW.  #ChinaVirus #ChinaCoronaVirus #coronavirus #POTUS #Trump,mlosuna,128,1,
1239689696071962624,@IntelCrab I do. #ChinaVirus,Sheewa10,574,1,
1239689335366127617,#QuarantineLife #coronavirus #CoronavirusOutbreak #coronapocolypse #COVID19 #COVID2019 #mondaythoughts #WHO #whoisbenefitting #whoknewwhatandwhen #ChinaCoronaVirus #ChinaVirus #WuhanCoronavirus #TedrosResign #tedrisadhanom #TrumpLiesAboutCoronavirus #TrumpIsTheWORSTPresidentEVER https://t.co/e4wLITbIrG,BobCobbMaestro1,29,2,
1239688791541067782,@JoLearNDN #ChinaVirus,Omarox0,37,0,
1239688141730177025,#ChinaVirus https://t.co/gU2hp6yKan,Omarox0,37,0,
1239687755531083776,@realDonaldTrump #WuhanVirus  #ChinaVirus 👍,ChowkidarKim,1081,0,
1239687749529206784,@m_alhassan87 فعل الهاشتاج اخ محمد الحسن كل العالم لازم يعرف ماذا فعلت الصين بالعالم انا لا اتكلم عن نظريه المؤامرة او ان الفيرس تم  تطويره فى مختبرات #ChinaVirus  بل نتكلم عن ان هذه الدوله الانانيه التى ابتلعت اقتصاد العالم..  و الان اوشكت على التسبب بوباء سيدمر العالم https://t.co/ESc3y4S6Xi,Omarox0,37,0,
1239687642972737538,@realDonaldTrump You said it rightly.... #ChinaVirus.,Sheewa10,574,1,
1239687504841801729,"@realDonaldTrump Globalism kills.
#Chinavirus",supertracpak,1831,6,
1239687372289294337,"@FoxwellCarter @realDonaldTrump I hate Conald as much as the next person but as soon as China tried to lie and say the US military planted the virus in Wuhan, the gloves came off! #ChinaVirus",MillerHills2,59,0,
1239686964196134912,"ICYMI, my new #RealityChek post documents that the federal government knew about major US #pharmaceuticals &amp; #medicaldevices #supplychain vulnerabilities going back to at least 2011: https://t.co/03g2CC9uAt #ChinaVirus #COVID19 #HealthSecurity  #HealthSecurityisNationalSecurity",AlanTonelson,4943,748,
1239686708200755200,"全世界都應該和中國索賠！

#ChinaVirus 
#CCP_is_terrorist https://t.co/oQgpFtApd3",DqRRvL05i3UnvJx,15,0,
1239686472866975749,"@realDonaldTrump My man, my hero 🦸‍♂️., Keep rocking @POTUS. #WuhanCoronavirus #ChinaVirus #WuhanOutbreak #COVID19PH",NomadTraveler_,550,6,
1239686182159745029,"Coronavirus Strikes at Amazon’s Operational Heart: Its Delivery Machine #Coronavirus #COVID19 
#WuhanCoronavius #ChinaVirus #コロナウイルス #武漢肺炎 https://t.co/VVR761G1dU",wkelly_uk,75,2,
1239685381307670529,"@RushDoshi
It is not help , it is an investment. So u get to know . Do not for the #WuhanVirus creator .
#ChinaVirus 
#XijinpingVirus 
#WuhanVirus 
#CCPVirus 
#IBlameChinaWithWuhanVirus https://t.co/AUYKGOE59V",Aynur35423962,2677,19,
1239685234423021569,"Coronavirus conclusion 💴

#chinavirus #wuhanvirus #coronavirus #coronaviruschina #corona #coronavirusoutbreak #Wuhan #WuhanCoronavirus #nCoV2019 #2019nCoV #covid19 #covid2019 #コロナウイルス #코로나바이러스 #коронавирус #coronapocalypse https://t.co/yi9fjf1uIy",Latihanlisteni2,32,1,
1239684341778841603,Today's show:  A Short-Term and Long-Term Plan for #WuhanCoronavirus A vision the GOP is not offering https://t.co/HLdXTarO0a #coronavirus #ChinaVirus #ChinaLies China,RMConservative,154104,1093,
1239684136656187393,"How about accurate info? 90% of infected will never experience anything but cold like symptoms at worst. Of those needing TREATMENT, 80% will be mild with bronchial inflammation, or pneumonia like symptoms. #chinavirus #wuhanflu #covid19 https://t.co/g8yuHaX0Se",TheDanielMarch,4755,30,
1239683916241534976,"Italian paramedic dies from coronavirus after working to help victims #Coronavirus #COVID19 #Italy 
#WuhanCoronavius #ChinaVirus #コロナウイルス #武漢肺炎 https://t.co/1Fat0YRczd via @MailOnline",wkelly_uk,75,2,
1239681639405498368,"Why I Am NOT Concerned About the #Coronavirus-Episode 1
https://t.co/iT6N4USPzZ
8 Mar 2020

#Disease #ChinaVirus #WuhanVirus #COVID19

qt-covid19-news-022 by #BorderObserver",borderObserver,1660,12,
1239680550350225415,"操縱 - Milagre Chinês? 🤔 

Enquanto as maiores economias globais estão desabando -7%, -10%, -14% e ativando inúmeros Cicuit Breaker, a CHINA registrou hoje a sua MENOR BAIXA desde 17/02/20: -3,4%

#china #ChinaVirus #coronavirus #Economia https://t.co/5sn2aj1iPO",mbc_pe,173,0,
1239680440744591361,"Faking GDP data, faking data about deaths from #ChinaVirus Faking friendship remember #Panchsheel ?

Why don't you guys just #F***Off https://t.co/UzsKqoNBQG",Crisp_Views,107,6,
1239680427671126020,#China #coronanederland #coronavirus #corona #VirusCorona #VIRUS_CORONA #virus #ChinaVirus 🤬🤬🤬🤬 https://t.co/GXS2ldFUTe,MussenToevlucht,5780,59,
1239680097172353024,Wonder how well the #CoronaVirus #ChinaVirus is effecting the #rothschild clan. Did they sell a heap of shares and buy them back soon at rock bottom prices while we all suffer.,weedo04,438,8,
1239675981704675329,Dramatic fall in China pollution levels ‘partly related’ to coronavirus #coronavirus #coronapocolypse #ChinaVirus #pollution #AirPollution #savetheplanet https://t.co/7BTpAInIi0,EcoleyaEtsy,14,0,
1239675751433031680,"大批中共國服裝公司以廉價服裝嚴重衝擊義大利紡織業和時裝業。

#ChinaVirus https://t.co/qbj6DZBzNp",chiyu_c,316,3,
1239675708584198146,"#CCP #COMMIE #PIG blocked me, whn I ask me some few simple questions. #COMMIE #PIGS r really very thin skinned. @zlj517  LOL 😂🤣😅 
#WuhanCoronavirus #ChinaVirus #COVID19 #ChinaCoronaVirus",NomadTraveler_,550,6,
1239675549519433728,"#CCP #COMMIE #PIG blocked me, whn I ask me some few simple questions. #COMMIE #PIGS r really very thin skinned. LOL 😂😝🤣😆  
#WuhanCoronavirus #ChinaVirus #COVID19 #ChinaCoronaVirus https://t.co/8kxXFICKSD",NomadTraveler_,550,6,
1239675200293212160,"@AndrzejDuda  @MorawieckiM
Zamknijcie ludzi w domach
Na co czekacie. 
Cudu nie będzie.
#ActNOWSaveLives  #ActNow #covid19 #covid_19  #ChinaVirus #wuhan #CCP #China  #koronawirus #SARSCoV2 #WuhanVirus #Outbreak #pneumonia #CoronavirusPandemic #CoronaVirusUpdate",greatkubson,19,0,
1239674925746728966,"Thr is no way, #CCP #COMMIE #THUGS r getting away with this. Let this stuff settle down, lots n lots on sanctions will come on #China. Plus, thy will be thrown out of 
@UN. Also, #WORLD is going to change for good after this fiasco. @zlj517  #WuhanCoronavirus #ChinaVirus #COVID19",NomadTraveler_,550,6,
1239674728413003776,"@LifetimeUSCN @ZhouFengSuo Thr is no way, @CCP #COMMIE #THUGS r getting away with this. Let this stuff settle down, lots n lots on sanctions will come on #China. Plus, thy will be thrown out of @UN. Also, #WORLD is going to change for good after this fiasco. #WuhanCoronavirus #ChinaVirus #COVID19",NomadTraveler_,550,6,
1239674479460171777,"@DeptofDefense @USForcesKorea cryptocurrency wallet is coming by  spreading virus via paper (money)
The globalists sharing their plans, not foresight via The economist cover .. The virus 🦠 is for the test to start the digital life (world)#corona #COVID19 #usa #dollar #theWhiteHouse #TheEconomist #ChinaVirus",business_worlds,54,26,
1239674261729492992,"I am quite sure the hatred to #CCP and #HongKongPolice will never end in the hearts of most #HongKonger from 2019. 
#WuhanVirus #WuhanCoronavirus #ChinaVirus #chinaIsAsshole #hongkongpolicebrutality #HongKongPoliceTerrorists #fuckchina",SpiderQuantum,2,0,
1239673769410560001,"@WSJ cryptocurrency wallet is coming by  spreading virus via paper (money)
The globalists sharing their plans, not foresight via The economist cover .. The virus 🦠 is for the test to start the digital life (world)#corona #COVID19 #usa #dollar #theWhiteHouse #TheEconomist #ChinaVirus",business_worlds,54,26,
1239673643367571458,I hope this vaccine success to contain the #ChinaVirus https://t.co/57nwuCLUyZ,Omarox0,37,0,
1239672911868432393,"cryptocurrency wallet is coming by  spreading virus via paper (money)
The globalists sharing their plans, not foresight via The economist cover .. The virus 🦠 is for the test to start the digital life (world)#corona #COVID19 #usa #dollar #theWhiteHouse #TheEconomist #ChinaVirus https://t.co/iMAXW0wRxo",business_worlds,54,26,
1239672463618867205,"@AmbLiuXiaoMing This is what the #German Citizens have for you
🖕🤬🖕
Every single sick or dead Person is because of #CCP!
Be brave, come to #Germany &amp; say out loud you are loyal to CCP and support everything they do or did, then we will show you how we think.
#WuhanCoronavirus #ChinaVirus https://t.co/mEgxRHCFGM",Fight4Kong,144,0,
1239672277278416899,Beijing knows the west. In Cantonese it’s 北京識個西. #WuhanVirus #WuhanCoronavirus #chinaIsAsshoe #ChinaVirus https://t.co/pZSVJ3s1Nn,SpiderQuantum,2,0,
1239670052363829254,Today’s show ⁦@BlazeTV⁩ where is the GOP vision on #ChinaVirus #ChinaLies #coronavirus  https://t.co/M61iQJLfEf,RMConservative,154104,1093,
1239668859466059777,"https://t.co/pwl3Xu8B7c
中國真的很有事，一直在拉升仇恨值。
愛耀武揚威，但又沒那個膽武統，中共只是被看破手腳的紙老虎。
#WuhanVirus 
#ChinaVirus 
#中國紙老虎
#中國練蠱",michael52730,4,0,
1239668636752715792,@vinsinners @caa_nrc_best Exactly. .. nd  that's why we should start calling it #chinavirus and not #coronavirus,priyaashish,43,0,
1239667429074243590,"YOLO
#ActNOWSaveLives  #ActNow #covid19 #covid_19  #ChinaVirus #wuhan #CCP #China  #koronawirus #SARSCoV2 #WuhanVirus #Outbreak #pneumonia #CoronavirusPandemic #CoronaVirusUpdate https://t.co/L7x4BpNmpi",greatkubson,19,0,
1239667282353065986,"@FPVaughanIII @pearlk60 Don’t let the #CCPChina &amp; #WHO, whoever appeased to #CCP, to swift their responsibility regarding this #WuhanVirus‼️

Say NO to CCP’s #FakeNews

Stop 🛑
#ChinaVirus #WuHanCoronavirus #WuhanCoronavirusOutbreak",FreedomEverNow,1378,0,
1239667194352541697,"Don’t worry y’all, this virus shouldn’t last long...

...after all, it was made in China😂

#ChinaVirus #ChinaCoronaVirus",vinoandvetos,14147,5,
1239666732278722566,"Así que ahora es sólo cuestión de tiempo antes de otro brote. Pero, así como pasó con el ASF, quizás no vayamos a escuchar de esto a menos que alguien se enferme (lo cual puede pasar) #ChinaVirus #H5N6 #influenza",GastonTruan,69,0,
1239666717548318726,"Just FYI, @WHO didn't declare a #publichealth emergency until Jan. 31, and a #pandemic until 5 days ago!  https://t.co/GFQIgLcHmj &amp; https://t.co/Vr0kt8azh5 #facts #context #Chinavirus #coronavirus #TheCurve #COVID19 https://t.co/sjc9COiIZo",AlanTonelson,4943,748,
1239666340161437696,"@ABC China Virus is Biological Weapons
#ChinaVirus 
#ChinaCoronaVirus 
#WuhanVirus 
#China_is_terrorist 
#biologicalweapons 
#Tedoros
#WHO https://t.co/0Btk5dBtGW",karasudo19,3258,61,
